match_id,start_date,venue,team_1,team_2,winner,toss_winner,toss_decision
289107,2007-06-06,M Chinnaswamy Stadium,Africa XI,Asia XI,Asia XI,Asia XI,bat
289108,2007-06-09,"MA Chidambaram Stadium, Chepauk",Africa XI,Asia XI,Asia XI,Asia XI,bat
289110,2007-06-10,"MA Chidambaram Stadium, Chepauk",Africa XI,Asia XI,Asia XI,Asia XI,bat
291217,2007-10-01,Rangiri Dambulla International Stadium,Sri Lanka,England,Sri Lanka,Sri Lanka,bat
291218,2007-10-04,Rangiri Dambulla International Stadium,Sri Lanka,England,England,England,bat
291220,2007-10-10,R Premadasa Stadium,Sri Lanka,England,England,Sri Lanka,bat
291221,2007-10-13,R Premadasa Stadium,Sri Lanka,England,Sri Lanka,Sri Lanka,bat
291345,2007-12-14,Adelaide Oval,Australia,New Zealand,Australia,New Zealand,bat
291346,2007-12-16,Sydney Cricket Ground,Australia,New Zealand,No Result,New Zealand,bat
291347,2007-12-20,Bellerive Oval,Australia,New Zealand,Australia,New Zealand,field
291359,2008-02-03,"Brisbane Cricket Ground, Woolloongabba",Australia,India,No Result,India,bat
291360,2008-02-05,"Brisbane Cricket Ground, Woolloongabba",India,Sri Lanka,No Result,India,bat
291361,2008-02-08,Sydney Cricket Ground,Australia,Sri Lanka,Australia,Australia,bat
291362,2008-02-10,Melbourne Cricket Ground,Australia,India,India,Australia,bat
291364,2008-02-15,Western Australia Cricket Association Ground,Australia,Sri Lanka,Australia,Australia,bat
291365,2008-02-17,Adelaide Oval,Australia,India,Australia,Australia,bat
291366,2008-02-19,Adelaide Oval,India,Sri Lanka,India,Sri Lanka,bat
291367,2008-02-22,Melbourne Cricket Ground,Australia,Sri Lanka,Australia,Sri Lanka,field
291368,2008-02-24,Sydney Cricket Ground,Australia,India,Australia,Australia,bat
291369,2008-02-26,Bellerive Oval,India,Sri Lanka,India,India,field
291370,2008-02-29,Melbourne Cricket Ground,Australia,Sri Lanka,Sri Lanka,Sri Lanka,bat
291371,2008-03-02,Sydney Cricket Ground,Australia,India,India,Australia,bat
291372,2008-03-04,"Brisbane Cricket Ground, Woolloongabba",Australia,India,India,India,bat
293071,2007-06-23,"Civil Service Cricket Club, Stormont",Ireland,India,India,India,field
293072,2007-06-24,"Civil Service Cricket Club, Stormont",Ireland,South Africa,South Africa,Ireland,field
293076,2007-06-26,"Civil Service Cricket Club, Stormont",India,South Africa,South Africa,South Africa,field
293077,2007-06-29,"Civil Service Cricket Club, Stormont",India,South Africa,India,India,field
293078,2007-07-01,"Civil Service Cricket Club, Stormont",India,South Africa,India,India,field
293481,2007-07-20,P Saravanamuttu Stadium,Sri Lanka,Bangladesh,Sri Lanka,Bangladesh,field
293482,2007-07-23,R Premadasa Stadium,Sri Lanka,Bangladesh,Sri Lanka,Sri Lanka,field
293483,2007-07-25,R Premadasa Stadium,Sri Lanka,Bangladesh,Sri Lanka,Bangladesh,field
295785,2007-07-13,"Civil Service Cricket Club, Stormont",Netherlands,Scotland,No Result,Scotland,bat
295788,2007-07-14,Clontarf Cricket Club Ground,Ireland,West Indies,No Result,Ireland,bat
296685,2007-10-18,Gymkhana Club Ground,Kenya,Canada,Kenya,Kenya,field
296687,2007-10-20,Gymkhana Club Ground,Kenya,Canada,Kenya,Canada,bat
296904,2008-06-15,Riverside Ground,England,New Zealand,England,New Zealand,field
296905,2008-06-18,Edgbaston,England,New Zealand,No Result,New Zealand,field
296906,2008-06-21,County Ground,England,New Zealand,New Zealand,England,field
296907,2008-06-25,Kennington Oval,England,New Zealand,New Zealand,New Zealand,field
296908,2008-06-28,Lord's,England,New Zealand,New Zealand,England,field
296914,2008-08-22,Headingley,England,South Africa,England,England,bat
296915,2008-08-26,Trent Bridge,England,South Africa,England,South Africa,bat
296916,2008-08-29,Kennington Oval,England,South Africa,England,South Africa,field
296917,2008-08-31,Lord's,England,South Africa,England,England,field
296918,2008-09-03,Sophia Gardens,England,South Africa,No Result,England,field
297793,2007-09-29,M Chinnaswamy Stadium,India,Australia,No Result,Australia,bat
297794,2007-10-02,Nehru Stadium,India,Australia,Australia,India,field
297795,2007-10-05,"Rajiv Gandhi International Stadium, Uppal",India,Australia,Australia,Australia,bat
297796,2007-10-08,Sector 16 Stadium,India,Australia,India,India,bat
297797,2007-10-11,Reliance Stadium,India,Australia,Australia,India,bat
297798,2007-10-14,Vidarbha Cricket Association Ground,India,Australia,Australia,Australia,bat
297799,2007-10-17,Wankhede Stadium,India,Australia,India,Australia,bat
297801,2007-11-05,Nehru Stadium,India,Pakistan,India,Pakistan,bat
297802,2007-11-08,"Punjab Cricket Association Stadium, Mohali",India,Pakistan,Pakistan,India,bat
297803,2007-11-11,Green Park,India,Pakistan,India,Pakistan,field
297804,2007-11-15,Captain Roop Singh Stadium,India,Pakistan,India,Pakistan,bat
297805,2007-11-18,Sawai Mansingh Stadium,India,Pakistan,Pakistan,India,field
298796,2007-11-25,Kingsmead,South Africa,New Zealand,South Africa,South Africa,field
298797,2007-11-30,St George's Park,South Africa,New Zealand,New Zealand,South Africa,bat
298798,2007-12-02,Newlands,South Africa,New Zealand,South Africa,New Zealand,bat
298805,2008-01-20,SuperSport Park,South Africa,West Indies,South Africa,South Africa,field
298806,2008-01-25,Newlands,South Africa,West Indies,South Africa,South Africa,bat
298807,2008-01-27,St George's Park,South Africa,West Indies,South Africa,West Indies,bat
298808,2008-02-01,Kingsmead,South Africa,West Indies,South Africa,West Indies,bat
298809,2008-02-03,New Wanderers Stadium,South Africa,West Indies,South Africa,South Africa,field
299006,2007-10-18,Gaddafi Stadium,Pakistan,South Africa,South Africa,South Africa,bat
299007,2007-10-20,Gaddafi Stadium,Pakistan,South Africa,Pakistan,Pakistan,bat
299008,2007-10-23,Iqbal Stadium,Pakistan,South Africa,Pakistan,South Africa,bat
299009,2007-10-26,Multan Cricket Stadium,Pakistan,South Africa,South Africa,Pakistan,bat
299010,2007-10-29,Gaddafi Stadium,Pakistan,South Africa,South Africa,South Africa,bat
300426,2007-12-26,Eden Park,New Zealand,Bangladesh,New Zealand,New Zealand,field
300427,2007-12-28,McLean Park,New Zealand,Bangladesh,New Zealand,New Zealand,bat
300428,2007-12-31,Queenstown Events Centre,New Zealand,Bangladesh,New Zealand,New Zealand,field
300437,2008-02-09,Westpac Stadium,New Zealand,England,New Zealand,England,bat
300438,2008-02-12,Seddon Park,New Zealand,England,New Zealand,New Zealand,field
300439,2008-02-15,Eden Park,New Zealand,England,England,England,field
300440,2008-02-20,McLean Park,New Zealand,England,No Result,New Zealand,field
300441,2008-02-23,AMI Stadium,New Zealand,England,New Zealand,New Zealand,field
300486,2007-08-22,Queens Sports Club,Zimbabwe,South Africa,South Africa,Zimbabwe,bat
300487,2007-08-25,Harare Sports Club,Zimbabwe,South Africa,South Africa,South Africa,field
300488,2007-08-26,Harare Sports Club,Zimbabwe,South Africa,South Africa,South Africa,bat
313992,2007-10-25,Gymkhana Club Ground,Kenya,Bermuda,Kenya,Kenya,field
313993,2007-10-27,Gymkhana Club Ground,Kenya,Bermuda,Kenya,Bermuda,bat
313994,2007-10-28,Gymkhana Club Ground,Kenya,Bermuda,Kenya,Bermuda,bat
317578,2007-11-30,Harare Sports Club,Zimbabwe,West Indies,Zimbabwe,West Indies,field
317579,2007-12-02,Harare Sports Club,Zimbabwe,West Indies,West Indies,Zimbabwe,field
317581,2007-12-07,Queens Sports Club,Zimbabwe,West Indies,West Indies,West Indies,field
319134,2008-04-10,"Queen's Park Oval, Port of Spain",West Indies,Sri Lanka,West Indies,West Indies,field
319135,2008-04-12,"Queen's Park Oval, Port of Spain",West Indies,Sri Lanka,West Indies,West Indies,field
319136,2008-04-15,"Beausejour Stadium, Gros Islet",West Indies,Sri Lanka,No Result,West Indies,field
319143,2008-06-24,"Arnos Vale Ground, Kingstown",West Indies,Australia,Australia,West Indies,field
319144,2008-06-27,"National Cricket Stadium, St George's",West Indies,Australia,Australia,Australia,bat
319145,2008-06-29,"National Cricket Stadium, St George's",West Indies,Australia,Australia,Australia,field
319146,2008-07-04,"Warner Park, Basseterre",West Indies,Australia,Australia,West Indies,field
319147,2008-07-06,"Warner Park, Basseterre",West Indies,Australia,Australia,Australia,bat
323949,2008-03-09,Chittagong Divisional Stadium,Bangladesh,South Africa,South Africa,Bangladesh,bat
323950,2008-03-12,Shere Bangla National Stadium,Bangladesh,South Africa,South Africa,Bangladesh,bat
323951,2008-03-14,Shere Bangla National Stadium,Bangladesh,South Africa,South Africa,Bangladesh,bat
325569,2008-06-29,Maple Leaf North-West Ground,Canada,Bermuda,Bermuda,Canada,field
325572,2008-08-12,Cambusdoon New Ground,Scotland,Kenya,No Result,Scotland,field
325576,2008-08-25,"Civil Service Cricket Club, Stormont",Ireland,Kenya,No Result,Kenya,field
325579,2008-07-29,Clontarf Cricket Club Ground,Netherlands,Scotland,Scotland,Netherlands,bat
325580,2008-07-31,Clontarf Cricket Club Ground,Ireland,Scotland,Ireland,Ireland,field
325581,2008-10-17,Gymkhana Club Ground,Ireland,Zimbabwe,Zimbabwe,Zimbabwe,bat
325800,2008-01-21,National Stadium,Pakistan,Zimbabwe,Pakistan,Zimbabwe,field
325801,2008-01-24,"Niaz Stadium, Hyderabad",Pakistan,Zimbabwe,Pakistan,Zimbabwe,bat
325802,2008-01-27,Multan Cricket Stadium,Pakistan,Zimbabwe,Pakistan,Pakistan,bat
325803,2008-01-30,Iqbal Stadium,Pakistan,Zimbabwe,Pakistan,Zimbabwe,bat
325804,2008-02-02,Sheikhupura Stadium,Pakistan,Zimbabwe,Pakistan,Zimbabwe,bat
335346,2008-06-24,Gaddafi Stadium,Bangladesh,United Arab Emirates,Bangladesh,Bangladesh,bat
335347,2008-06-24,National Stadium,Pakistan,Hong Kong,Pakistan,Pakistan,bat
335348,2008-06-25,Gaddafi Stadium,Bangladesh,Sri Lanka,Sri Lanka,Bangladesh,field
335349,2008-06-25,National Stadium,Hong Kong,India,India,India,bat
335350,2008-06-26,Gaddafi Stadium,Sri Lanka,United Arab Emirates,Sri Lanka,Sri Lanka,bat
335351,2008-06-26,National Stadium,Pakistan,India,India,Pakistan,bat
335352,2008-06-28,National Stadium,Bangladesh,India,India,Bangladesh,bat
335353,2008-06-29,National Stadium,Pakistan,Sri Lanka,Sri Lanka,Pakistan,field
335354,2008-06-30,National Stadium,Bangladesh,Sri Lanka,Sri Lanka,Sri Lanka,bat
335355,2008-07-02,National Stadium,Pakistan,India,Pakistan,India,bat
335356,2008-07-03,National Stadium,India,Sri Lanka,India,Sri Lanka,bat
335357,2008-07-04,National Stadium,Pakistan,Bangladesh,Pakistan,Bangladesh,bat
335358,2008-07-06,National Stadium,India,Sri Lanka,Sri Lanka,India,field
336201,2008-08-30,Marrara Cricket Ground,Australia,Bangladesh,Australia,Bangladesh,field
336202,2008-09-03,Marrara Cricket Ground,Australia,Bangladesh,Australia,Bangladesh,bat
336204,2008-09-06,Marrara Cricket Ground,Australia,Bangladesh,Australia,Australia,bat
343732,2008-08-18,Rangiri Dambulla International Stadium,Sri Lanka,India,Sri Lanka,India,bat
343733,2008-08-20,Rangiri Dambulla International Stadium,Sri Lanka,India,India,India,field
343734,2008-08-24,R Premadasa Stadium,Sri Lanka,India,India,India,bat
343736,2008-08-29,R Premadasa Stadium,Sri Lanka,India,Sri Lanka,Sri Lanka,bat
343759,2008-04-08,Gaddafi Stadium,Pakistan,Bangladesh,Pakistan,Pakistan,bat
343760,2008-04-11,Iqbal Stadium,Pakistan,Bangladesh,Pakistan,Bangladesh,bat
343761,2008-04-13,Gaddafi Stadium,Pakistan,Bangladesh,Pakistan,Pakistan,bat
343762,2008-04-16,Multan Cricket Stadium,Pakistan,Bangladesh,Pakistan,Bangladesh,bat
343763,2008-04-19,National Stadium,Pakistan,Bangladesh,Pakistan,Pakistan,bat
345468,2008-06-08,Shere Bangla National Stadium,Bangladesh,Pakistan,Pakistan,Bangladesh,field
345469,2008-06-10,Shere Bangla National Stadium,India,Pakistan,India,India,bat
345470,2008-06-12,Shere Bangla National Stadium,Bangladesh,India,India,Bangladesh,bat
345471,2008-06-14,Shere Bangla National Stadium,India,Pakistan,Pakistan,Pakistan,bat
350043,2009-09-04,Kennington Oval,England,Australia,Australia,England,field
350044,2009-09-06,Lord's,England,Australia,Australia,England,field
350045,2009-09-09,The Rose Bowl,England,Australia,Australia,England,bat
350046,2009-09-12,Lord's,England,Australia,Australia,England,bat
350047,2009-09-15,Trent Bridge,England,Australia,Australia,England,bat
350048,2009-09-17,Trent Bridge,England,Australia,Australia,Australia,bat
350049,2009-09-20,Riverside Ground,England,Australia,England,England,field
350348,2008-11-07,Senwes Park,South Africa,Bangladesh,South Africa,South Africa,bat
350477,2009-04-03,Kingsmead,South Africa,Australia,Australia,Australia,bat
350478,2009-04-05,SuperSport Park,South Africa,Australia,South Africa,Australia,bat
350479,2009-04-09,Newlands,South Africa,Australia,South Africa,South Africa,bat
350480,2009-04-13,St George's Park,South Africa,Australia,South Africa,Australia,field
350481,2009-04-17,New Wanderers Stadium,South Africa,Australia,Australia,South Africa,field
351684,2009-01-16,Melbourne Cricket Ground,Australia,South Africa,South Africa,Australia,bat
351685,2009-01-18,Bellerive Oval,Australia,South Africa,Australia,South Africa,field
351686,2009-01-23,Sydney Cricket Ground,Australia,South Africa,South Africa,Australia,bat
351687,2009-01-26,Adelaide Oval,Australia,South Africa,South Africa,Australia,bat
351688,2009-01-30,Western Australia Cricket Association Ground,Australia,South Africa,South Africa,South Africa,bat
351689,2009-02-01,Western Australia Cricket Association Ground,Australia,New Zealand,New Zealand,Australia,bat
351690,2009-02-06,Melbourne Cricket Ground,Australia,New Zealand,New Zealand,New Zealand,field
351691,2009-02-08,Sydney Cricket Ground,Australia,New Zealand,Australia,New Zealand,field
351692,2009-02-10,Adelaide Oval,Australia,New Zealand,Australia,New Zealand,bat
351693,2009-02-13,"Brisbane Cricket Ground, Woolloongabba",Australia,New Zealand,No Result,New Zealand,field
352665,2009-03-20,Providence Stadium,West Indies,England,England,England,bat
352666,2009-03-22,Providence Stadium,West Indies,England,West Indies,West Indies,bat
352667,2009-03-27,"Kensington Oval, Bridgetown",West Indies,England,West Indies,West Indies,field
352668,2009-03-29,"Kensington Oval, Bridgetown",West Indies,England,England,England,field
352669,2009-04-03,"Beausejour Stadium, Gros Islet",West Indies,England,England,West Indies,field
360800,2008-10-31,OUTsurance Oval,South Africa,Kenya,South Africa,South Africa,bat
361043,2008-11-14,Madhavrao Scindia Cricket Ground,India,England,India,England,field
361044,2008-11-17,Maharani Usharaje Trust Cricket Ground,India,England,India,India,bat
361045,2008-11-20,Green Park,India,England,India,England,bat
361046,2008-11-23,M Chinnaswamy Stadium,India,England,India,England,field
361047,2008-11-26,Barabati Stadium,India,England,India,India,field
366341,2008-08-27,R Premadasa Stadium,Sri Lanka,India,India,India,bat
366623,2009-03-03,McLean Park,New Zealand,India,India,India,bat
366624,2009-03-11,Seddon Park,New Zealand,India,India,New Zealand,bat
366625,2009-03-14,Eden Park,New Zealand,India,New Zealand,India,bat
366626,2009-03-06,Westpac Stadium,New Zealand,India,No Result,India,bat
366627,2009-03-08,AMI Stadium,New Zealand,India,India,New Zealand,field
366709,2008-12-31,Queenstown Events Centre,New Zealand,West Indies,No Result,New Zealand,field
366711,2009-01-07,Westpac Stadium,New Zealand,West Indies,New Zealand,New Zealand,field
374059,2008-11-12,Sheikh Zayed Stadium,Pakistan,West Indies,Pakistan,West Indies,bat
374060,2008-11-14,Sheikh Zayed Stadium,Pakistan,West Indies,Pakistan,Pakistan,bat
375456,2008-11-20,Harare Sports Club,Zimbabwe,Sri Lanka,Sri Lanka,Sri Lanka,field
375457,2008-11-22,Harare Sports Club,Zimbabwe,Sri Lanka,Sri Lanka,Zimbabwe,bat
375460,2008-11-24,Harare Sports Club,Zimbabwe,Sri Lanka,Sri Lanka,Zimbabwe,field
375462,2008-11-30,Harare Sports Club,Zimbabwe,Sri Lanka,Sri Lanka,Zimbabwe,field
377313,2009-06-26,"Sabina Park, Kingston",West Indies,India,India,India,bat
377314,2009-06-28,"Sabina Park, Kingston",West Indies,India,West Indies,India,bat
377315,2009-07-03,"Beausejour Stadium, Gros Islet",West Indies,India,India,India,field
377316,2009-07-05,"Beausejour Stadium, Gros Islet",West Indies,India,No Result,India,field
378753,2009-01-10,Shere Bangla National Stadium,Bangladesh,Zimbabwe,Zimbabwe,Bangladesh,field
378755,2009-01-14,Shere Bangla National Stadium,Bangladesh,Sri Lanka,Bangladesh,Bangladesh,field
378759,2009-01-23,Shere Bangla National Stadium,Bangladesh,Zimbabwe,Bangladesh,Bangladesh,field
380715,2009-05-24,County Ground,England,West Indies,England,England,field
380716,2009-05-26,Edgbaston,England,West Indies,England,West Indies,field
383275,2009-08-27,"Civil Service Cricket Club, Stormont",Ireland,England,England,England,bat
385025,2009-01-31,Gymkhana Club Ground,Kenya,Zimbabwe,Zimbabwe,Kenya,bat
385749,2009-01-20,National Stadium,Pakistan,Sri Lanka,Pakistan,Sri Lanka,bat
385750,2009-01-21,National Stadium,Pakistan,Sri Lanka,Sri Lanka,Pakistan,field
385751,2009-01-24,Gaddafi Stadium,Pakistan,Sri Lanka,Sri Lanka,Sri Lanka,bat
386530,2009-01-28,Rangiri Dambulla International Stadium,Sri Lanka,India,India,India,field
386531,2009-01-31,R Premadasa Stadium,Sri Lanka,India,India,India,bat
386532,2009-02-03,R Premadasa Stadium,Sri Lanka,India,India,India,bat
386533,2009-02-05,R Premadasa Stadium,Sri Lanka,India,India,India,bat
386534,2009-02-08,R Premadasa Stadium,Sri Lanka,India,Sri Lanka,Sri Lanka,bat
387566,2009-11-22,SuperSport Park,South Africa,England,England,England,field
387567,2009-11-27,Newlands,South Africa,England,South Africa,South Africa,bat
387568,2009-11-29,St George's Park,South Africa,England,England,South Africa,bat
390204,2009-04-01,Willowmoore Park,Ireland,Scotland,Ireland,Ireland,field
390227,2009-04-08,Willowmoore Park,Canada,Scotland,Canada,Scotland,field
392616,2009-04-22,Dubai Sports City Cricket Stadium,Australia,Pakistan,Pakistan,Australia,bat
392617,2009-04-24,Dubai Sports City Cricket Stadium,Australia,Pakistan,Australia,Pakistan,bat
392618,2009-04-27,Sheikh Zayed Stadium,Australia,Pakistan,Australia,Australia,bat
392619,2009-05-01,Sheikh Zayed Stadium,Australia,Pakistan,Australia,Pakistan,bat
392620,2009-05-03,Sheikh Zayed Stadium,Australia,Pakistan,Pakistan,Australia,bat
401073,2009-07-26,"Windsor Park, Roseau",West Indies,Bangladesh,Bangladesh,West Indies,field
401074,2009-07-28,"Windsor Park, Roseau",West Indies,Bangladesh,Bangladesh,West Indies,bat
401075,2009-07-31,"Warner Park, Basseterre",West Indies,Bangladesh,Bangladesh,West Indies,bat
403370,2009-07-30,Rangiri Dambulla International Stadium,Sri Lanka,Pakistan,Sri Lanka,Pakistan,field
403371,2009-08-01,Rangiri Dambulla International Stadium,Sri Lanka,Pakistan,Sri Lanka,Sri Lanka,field
403372,2009-08-03,Rangiri Dambulla International Stadium,Sri Lanka,Pakistan,Sri Lanka,Sri Lanka,field
403373,2009-08-07,R Premadasa Stadium,Sri Lanka,Pakistan,Pakistan,Pakistan,bat
403374,2009-08-09,R Premadasa Stadium,Sri Lanka,Pakistan,Pakistan,Pakistan,bat
403380,2009-09-08,R Premadasa Stadium,Sri Lanka,New Zealand,Sri Lanka,Sri Lanka,bat
403381,2009-09-12,R Premadasa Stadium,Sri Lanka,India,Sri Lanka,Sri Lanka,bat
403382,2009-09-11,R Premadasa Stadium,India,New Zealand,India,New Zealand,bat
403383,2009-09-14,R Premadasa Stadium,Sri Lanka,India,India,India,bat
406192,2010-02-07,Melbourne Cricket Ground,Australia,West Indies,Australia,West Indies,field
406193,2010-02-09,Adelaide Oval,Australia,West Indies,Australia,West Indies,bat
406194,2010-02-12,Sydney Cricket Ground,Australia,West Indies,No Result,West Indies,field
406195,2010-02-14,"Brisbane Cricket Ground, Woolloongabba",Australia,West Indies,Australia,West Indies,field
406196,2010-02-19,Melbourne Cricket Ground,Australia,West Indies,Australia,Australia,bat
406202,2010-01-22,"Brisbane Cricket Ground, Woolloongabba",Australia,Pakistan,Australia,Pakistan,bat
406203,2010-01-24,Sydney Cricket Ground,Australia,Pakistan,Australia,Pakistan,field
406204,2010-01-26,Adelaide Oval,Australia,Pakistan,Australia,Australia,bat
406205,2010-01-29,Western Australia Cricket Association Ground,Australia,Pakistan,Australia,Australia,bat
406206,2010-01-31,Western Australia Cricket Association Ground,Australia,Pakistan,Australia,Pakistan,bat
410337,2009-08-09,Queens Sports Club,Zimbabwe,Bangladesh,Bangladesh,Bangladesh,field
410338,2009-08-11,Queens Sports Club,Zimbabwe,Bangladesh,Bangladesh,Zimbabwe,field
410339,2009-08-14,Queens Sports Club,Zimbabwe,Bangladesh,Zimbabwe,Bangladesh,field
410340,2009-08-16,Queens Sports Club,Zimbabwe,Bangladesh,Bangladesh,Zimbabwe,bat
410341,2009-08-18,Queens Sports Club,Zimbabwe,Bangladesh,Bangladesh,Zimbabwe,bat
415162,2009-08-19,Maple Leaf North-West Ground,Canada,Kenya,Canada,Canada,field
415273,2009-09-22,SuperSport Park,South Africa,Sri Lanka,Sri Lanka,South Africa,field
415274,2009-09-23,New Wanderers Stadium,Pakistan,West Indies,Pakistan,West Indies,bat
415275,2009-09-24,SuperSport Park,South Africa,New Zealand,South Africa,South Africa,field
415276,2009-09-25,New Wanderers Stadium,England,Sri Lanka,England,England,field
415277,2009-09-26,New Wanderers Stadium,Australia,West Indies,Australia,West Indies,field
415278,2009-09-26,SuperSport Park,India,Pakistan,Pakistan,Pakistan,bat
415279,2009-09-27,New Wanderers Stadium,New Zealand,Sri Lanka,New Zealand,Sri Lanka,field
415280,2009-09-27,SuperSport Park,South Africa,England,England,England,bat
415281,2009-09-28,SuperSport Park,Australia,India,No Result,Australia,bat
415282,2009-09-29,New Wanderers Stadium,England,New Zealand,New Zealand,New Zealand,field
415283,2009-09-30,SuperSport Park,Australia,Pakistan,Australia,Australia,field
415284,2009-09-30,New Wanderers Stadium,India,West Indies,India,India,field
415285,2009-10-02,SuperSport Park,Australia,England,Australia,England,bat
415286,2009-10-03,New Wanderers Stadium,New Zealand,Pakistan,New Zealand,Pakistan,bat
415287,2009-10-05,SuperSport Park,Australia,New Zealand,Australia,New Zealand,bat
416236,2009-10-25,Reliance Stadium,India,Australia,Australia,Australia,bat
416237,2009-10-28,"Vidarbha Cricket Association Stadium, Jamtha",India,Australia,India,Australia,field
416238,2009-10-31,Feroz Shah Kotla,India,Australia,India,Australia,bat
416239,2009-11-02,"Punjab Cricket Association Stadium, Mohali",India,Australia,Australia,India,field
416240,2009-11-05,"Rajiv Gandhi International Stadium, Uppal",India,Australia,Australia,Australia,bat
416241,2009-11-08,Nehru Stadium,India,Australia,Australia,India,bat
422626,2009-10-27,Shere Bangla National Stadium,Bangladesh,Zimbabwe,Zimbabwe,Zimbabwe,field
422627,2009-10-29,Shere Bangla National Stadium,Bangladesh,Zimbabwe,Bangladesh,Zimbabwe,bat
422628,2009-10-31,Shere Bangla National Stadium,Bangladesh,Zimbabwe,Bangladesh,Bangladesh,field
422629,2009-11-03,Zohur Ahmed Chowdhury Stadium,Bangladesh,Zimbabwe,Bangladesh,Zimbabwe,bat
422630,2009-11-05,Zohur Ahmed Chowdhury Stadium,Bangladesh,Zimbabwe,Bangladesh,Bangladesh,field
423783,2010-02-05,McLean Park,New Zealand,Bangladesh,New Zealand,New Zealand,bat
423784,2010-02-08,University Oval,New Zealand,Bangladesh,New Zealand,New Zealand,field
423785,2010-02-11,AMI Stadium,New Zealand,Bangladesh,New Zealand,New Zealand,field
423791,2010-03-03,McLean Park,New Zealand,Australia,New Zealand,Australia,bat
423792,2010-03-06,Eden Park,New Zealand,Australia,Australia,Australia,bat
423793,2010-03-09,Seddon Park,New Zealand,Australia,Australia,Australia,field
423794,2010-03-11,Eden Park,New Zealand,Australia,Australia,Australia,field
423795,2010-03-13,Westpac Stadium,New Zealand,Australia,New Zealand,Australia,field
426384,2010-06-17,Clontarf Cricket Club Ground,Ireland,Australia,Australia,Australia,bat
426387,2010-06-22,The Rose Bowl,England,Australia,England,Australia,bat
426388,2010-06-24,Sophia Gardens,England,Australia,England,Australia,bat
426389,2010-06-27,Old Trafford,England,Australia,England,England,field
426390,2010-06-30,Kennington Oval,England,Australia,Australia,England,field
426391,2010-07-03,Lord's,England,Australia,Australia,Australia,bat
426403,2010-07-08,Trent Bridge,England,Bangladesh,England,Bangladesh,bat
426404,2010-07-10,County Ground,England,Bangladesh,Bangladesh,England,field
426405,2010-07-12,Edgbaston,England,Bangladesh,England,Bangladesh,field
426420,2010-02-28,Shere Bangla National Stadium,Bangladesh,England,England,England,field
426421,2010-03-02,Shere Bangla National Stadium,Bangladesh,England,England,England,field
426422,2010-03-05,Zohur Ahmed Chowdhury Stadium,Bangladesh,England,England,Bangladesh,field
426428,2010-09-10,Riverside Ground,England,Pakistan,England,Pakistan,field
426429,2010-09-12,Headingley,England,Pakistan,England,Pakistan,bat
426430,2010-09-17,Kennington Oval,England,Pakistan,Pakistan,Pakistan,bat
426431,2010-09-20,Lord's,England,Pakistan,Pakistan,Pakistan,bat
426432,2010-09-22,The Rose Bowl,England,Pakistan,England,England,bat
426720,2009-11-03,Sheikh Zayed Stadium,New Zealand,Pakistan,Pakistan,Pakistan,bat
426721,2009-11-06,Sheikh Zayed Stadium,New Zealand,Pakistan,New Zealand,New Zealand,bat
426722,2009-11-09,Sheikh Zayed Stadium,New Zealand,Pakistan,New Zealand,New Zealand,bat
430508,2009-11-08,Willowmoore Park,South Africa,Zimbabwe,South Africa,Zimbabwe,field
430509,2009-11-10,SuperSport Park,South Africa,Zimbabwe,South Africa,Zimbabwe,field
430886,2009-12-15,Madhavrao Scindia Cricket Ground,India,Sri Lanka,India,Sri Lanka,field
430887,2009-12-18,"Vidarbha Cricket Association Stadium, Jamtha",India,Sri Lanka,Sri Lanka,India,bat
430888,2009-12-21,Barabati Stadium,India,Sri Lanka,India,Sri Lanka,bat
430889,2009-12-24,Eden Gardens,India,Sri Lanka,India,Sri Lanka,bat
430890,2009-12-27,Feroz Shah Kotla,India,Sri Lanka,No Result,India,field
433558,2011-02-19,Shere Bangla National Stadium,Bangladesh,India,India,Bangladesh,field
433559,2011-02-20,"MA Chidambaram Stadium, Chepauk",Kenya,New Zealand,New Zealand,Kenya,bat
433560,2011-02-20,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Sri Lanka,Canada,Sri Lanka,Sri Lanka,bat
433561,2011-02-21,"Sardar Patel Stadium, Motera",Australia,Zimbabwe,Australia,Australia,bat
433562,2011-02-22,"Vidarbha Cricket Association Stadium, Jamtha",England,Netherlands,England,Netherlands,bat
433563,2011-02-23,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Kenya,Pakistan,Pakistan,Pakistan,bat
433564,2011-02-24,Feroz Shah Kotla,South Africa,West Indies,South Africa,South Africa,field
433565,2011-02-25,"Vidarbha Cricket Association Stadium, Jamtha",Australia,New Zealand,Australia,Australia,field
433566,2011-02-25,Shere Bangla National Stadium,Bangladesh,Ireland,Bangladesh,Bangladesh,bat
433567,2011-02-26,R Premadasa Stadium,Sri Lanka,Pakistan,Pakistan,Pakistan,bat
433568,2011-02-27,M Chinnaswamy Stadium,India,England,No Result,India,bat
433569,2011-02-28,Feroz Shah Kotla,Netherlands,West Indies,West Indies,Netherlands,field
433570,2011-02-28,"Vidarbha Cricket Association Stadium, Jamtha",Canada,Zimbabwe,Zimbabwe,Zimbabwe,bat
433571,2011-03-01,R Premadasa Stadium,Sri Lanka,Kenya,Sri Lanka,Kenya,bat
